id,title,ingredients,directions,link,source,NER
1258582,"Lemon, Herb And Garlic Pork Steaks","[""14 oz potatoes, peeled and chopped"", ""4 None pork chops"", ""2 tsp finely grated lemon peel"", ""1 tbsp thyme leaves"", ""2 cloves garlic, crushed"", ""1 tbsp vegetable oil"", ""4 None plum tomatoes, halved"", ""6 oz baby spinach leaves""]","[""Place the potato in a large saucepan and cover with cold water. Bring to a boil. Boil for 10 mins or until tender. Drain, then return to the pan. Mash until almost smooth. Season. Cover to keep warm."", ""Meanwhile, mix the lemon peel, thyme, half the garlic and half the oil in a shallow dish. Add pork chops; turn to coat. Season. Heat a large skillet on medium heat. Add the pork and tomato and cook for 3 mins each side or until browned and cooked through. Transfer to a heatproof plate. Cover with foil and let stand for 5 mins."", ""Heat the remaining oil in the same pan on medium heat. Add the spinach and the remaining garlic and cook, stirring, until the spinach wilts. Stir the spinach mixture into the potato. Serve the pork with tomato and spinach mash.""]",recipes-plus.com/api/v2.0/recipes/34979,Gathered,"[""potatoes"", ""pork chops"", ""lemon peel"", ""thyme"", ""garlic"", ""vegetable oil"", ""tomatoes"", ""baby spinach""]"
2111916,Slow Cooker Carnitas,"[""2 pounds Pork Butt Or Shoulder"", ""2 teaspoons Salt"", ""2 teaspoons Pepper"", ""2 teaspoons Ground Oregano"", ""2 Tablespoons Chipotle Pepper In Adobo Sauce, Chopped"", ""1 whole Onion, Quartered"", ""12 ounces, fluid Lager Beer (1 Bottle)"", ""Corn Tortillas"", ""1 whole Avocado, Sliced"", ""Tomatillo Salsa"", ""Hot Sauce"", ""Sour Cream""]","[""Place pork in slow cooker."", ""Season pork with salt, pepper, oregano, and chipotle pepper."", ""Place onion on top and pour beer into slow cooker."", ""Cook on low setting for 6-8 hours, until meat is tender and pulls apart easily."", ""Shred pork with fork."", ""Warm tortillas either by cooking on medium high heat on the stove top for 3 minutes each side or by covering with a damp paper towel and heating them in the microwave for 1 minute."", ""Assemble carnitas by placing shredded pork, avocado, and tomatillo salsa in tortilla."", ""Add hot sauce and/or sour cream if desired.""]",tastykitchen.com/recipes/main-courses/slow-cooker-carnitas-2/,Recipes1M,"[""Or Shoulder"", ""Salt"", ""Pepper"", ""Ground Oregano"", ""Pepper"", ""Onion"", ""fluid Lager"", ""Corn Tortillas"", ""Avocado"", ""Salsa"", ""Hot Sauce"", ""Sour Cream""]"
146173,Lefse,"[""8 c. potatoes, mashed or riced"", ""8 Tbsp. butter, softened"", ""4 c. flour (scant)"", ""1/2 c. whipping cream"", ""1 heaping Tbsp. salt""]","[""In a large bowl, mix together cooled potatoes, cream and butter."", ""Mix well. Add salt and flour (just enough to make dough easy to handle)."", ""Roll out thin on floured board."", ""Bake on a 500\u00b0 lefse griddle."", ""Turn and bake on the other side."", ""Makes 30 lefse.""]",www.cookbooks.com/Recipe-Details.aspx?id=621927,Gathered,"[""potatoes"", ""butter"", ""flour"", ""whipping cream"", ""salt""]"
1346570,Chicken Gratinata ,"[""2 cups cooked chicken breast cut into chunks."", ""1 tsp. salt-free 17 seasoning"", ""2 cups broccoli florets"", ""3/4 cup sliced fresh mushrooms"", ""1/4 cup chopped onion"", ""1 clove garlic minced"", ""1/2 cup butter"", ""1/3 cup flour"", ""1 pint heavy cream"", ""1 cup half and half"", ""2/3 cup parmesan reggiano cheese"", ""2 cups grated mozzarella cheese"", ""1 tsp. coarse ground pepper"", ""1 tsp. kosher salt or creole seasoning"", ""1 (1lb.) pkg. farfalle""]","[""Cook farfalle per package instructions. Meanwhile in a large dutch oven, melt butter, stir in salt free seasoning and mix well. Add onion, garlic and mushrooms. Saute for 4 minutes. Add flour to make a roux. Add cream and half and half. Stir continuously over medium heat until it begins to thicken. Add paremsan reggiano cheese and stir until blended. Add chicken and broccoli and heat until sauce is thick. Add pepper and salt or creole seasoning and stir. Remove from heat. Drain pasta and add to the chicken and vegetables. Toss to coat well. Place a serving in an oven proof dish, top with 1/4 cup mozzarella and heat in 375 degree oven until cheese melts. Serve immediately.""]",www.epicurious.com/recipes/member/views/chicken-gratinata-1200204,Gathered,"[""chicken"", ""salt"", ""broccoli florets"", ""mushrooms"", ""onion"", ""garlic"", ""butter"", ""flour"", ""heavy cream"", ""parmesan reggiano cheese"", ""mozzarella cheese"", ""coarse ground pepper"", ""kosher salt"", ""farfalle""]"
1675831,Two-Bean Salad with Ginger-Lime Dressing,"[""3 cups water"", ""1 cup short-grain brown rice"", ""1 1/2 cups black beans, rinsed and drained"", ""1 1/2 cups Great Northern beans, rinsed and drained"", ""1 large ripe mango, peeled, seeded and diced"", ""13 cup chopped celery, including leaves"", ""1 cup thinly sliced scallions, including 2 inches green tops"", ""1/2 cucumber, peeled and chopped"", ""2 plum tomatoes, diced"", ""1 Tbs. extra virgin olive oil"", ""13 cup fresh lime juice (about 2 limes)"", ""2 Tbs. grated fresh ginger"", ""2 Tbs. red wine vinegar"", ""1 tsp. Bragg Liquid Aminos"", ""1/4 cup nutritional yeast"", ""13 cup chopped fresh cilantro""]","[""To make Two-Bean Salad: Bring water to a boil in saucepan over medium-high heat."", ""Add rice, cover pan, reduce heat to low and cook for 40 minutes, or until liquid is absorbed."", ""Set aside to cool."", ""Meanwhile, combine beans, mango, celery, scallions, cucumber and tomatoes in mixing bowl."", ""Add cooked rice, cover and set aside in refrigerator."", ""To make Ginger-Lime Dressing: Combine all ingredients in measuring cup or small mixing bowl, and stir well to mix thoroughly."", ""To serve, toss dressing with rice mixture, and serve with slotted spoon."", ""Cover, and refrigerate any leftover salad.""]",www.vegetariantimes.com/recipe/two-bean-salad-with-ginger-lime-dressing/,Recipes1M,"[""water"", ""short-grain brown rice"", ""black beans"", ""Great Northern beans"", ""mango"", ""celery"", ""scallions"", ""cucumber"", ""tomatoes"", ""extra virgin olive oil"", ""lime juice"", ""ginger"", ""red wine vinegar"", ""Bragg Liquid"", ""nutritional yeast"", ""fresh cilantro""]"
1927507,Black Forest Cheesecake,"[""9 inches graham cracker crust"", ""1 (12 ounce) neufchatel cheese, softened"", ""1 12 cups Splenda sugar substitute"", ""4 unsweetened chocolate squares, melted"", ""18 cup unsweetened cocoa"", ""2 teaspoons vanilla extract"", ""1 (21 ounce) can no-sugar-added cherry pie filling""]","[""Beat cream cheese at high speed with an electric mixer until fluffy; gradually add sugar, beating well."", ""Add melted chocolate, cocoa, and vanilla, mixing until blended."", ""Pour into ready made crust."", ""Pour cherry filling on top and refrigerate overnight.""]",www.food.com/recipe/black-forest-cheesecake-397624,Recipes1M,"[""graham cracker crust"", ""cheese"", ""Splenda sugar"", ""chocolate squares"", ""cocoa"", ""vanilla"", ""cherry pie filling""]"
670178,Zucchini Muffins,"[""1 3/4 c. flour"", ""3/4 c. sugar"", ""2 eggs"", ""2 c. shredded zucchini"", ""1/3 c. oil"", ""1 1/2 tsp. baking soda"", ""1/2 tsp. cinnamon"", ""1/2 tsp. salt"", ""dash of allspice""]","[""Preheat oven to 400\u00b0."", ""Measure and mix together dry ingredients."", ""Combine eggs, zucchini and oil in another bowl. Stir all together."", ""Spoon into muffin pans."", ""Bake about 20 to 25 minutes."", ""Yields 18 muffins.""]",www.cookbooks.com/Recipe-Details.aspx?id=346307,Gathered,"[""flour"", ""sugar"", ""eggs"", ""zucchini"", ""oil"", ""baking soda"", ""cinnamon"", ""salt"", ""allspice""]"
1548386,Cheesy Turkey Bacon And Corn Griddle Cakes,"[""1 dash Olive Oil"", ""16 slices Turkey Bacon, Diced Small"", ""1/2 Onion, Diced Small"", ""2 cups All-purpose Flour"", ""2 teaspoons Baking Powder"", ""1 teaspoon Cumin"", ""1 teaspoon Garlic Powder"", ""1 teaspoon Dried Parsley"", ""1/2 teaspoons Paprika"", ""1/2 teaspoons Salt"", ""1-1/3 cup Milk"", ""2 Tablespoons Vegetable Oil"", ""2 whole Eggs"", ""1 cup Frozen Corn"", ""1 cup Shredded Mexican Cheese Blend"", ""1 Tablespoon Butter, For The Griddle"", ""Maple Syrup, For Topping""]","[""Heat olive oil in a large skillet over medium high heat. Cook turkey bacon in it until it starts to cook through and crisp up."", ""Add onion and let it soften and mix in with the turkey bacon. In all, this should take 6-7 minutes or so. When it is done, reserve 1/4 cup of the mixture and set it to the side for topping. Let the rest cool."", ""While the mixture is cooking and cooling, start on the rest of the batter. Whisk flour, baking powder, cumin, garlic powder, parsley, paprika and salt in a large mixing bowl. Whisk in milk, vegetable oil and eggs until it becomes a thick, smooth batter. Switch to a spatula and fold in corn, cheese, and cooled turkey bacon mixture."", ""Set up an electric griddle and heat it to 350\u00b0F, or heat a nonstick grill pan over medium high heat. Grease with the butter, then scoop 1/4 cup portions of the batter onto the griddle to cook for 3-4 minutes on each side. They should get super fluffy and golden. With that measurement, I had enough for 16 cakes that I cooked in 3 batches. Serve them as you cook them with a big sprinkle of the reserved turkey bacon mixture and drizzle of maple syrup on top! Enjoy!""]",tastykitchen.com/recipes/breakfastbrunch/pancakeswaffles/cheesy-turkey-bacon-and-corn-griddle-cakes/,Gathered,"[""Olive Oil"", ""Turkey Bacon"", ""Onion"", ""All-purpose"", ""Baking Powder"", ""Cumin"", ""Garlic"", ""Parsley"", ""Paprika"", ""Salt"", ""Milk"", ""Vegetable Oil"", ""Eggs"", ""Butter"", ""Maple Syrup""]"
518621,Waldorf Salad,"[""2 Rome apples"", ""1 Granny Smith apple"", ""1 lemon"", ""3 to 4 stalks celery"", ""1/2 c. pecans"", ""1 can pineapple tidbits"", ""1/2 c. white raisins""]","[""Core, but do not peel apples."", ""Cut apples into bite size pieces."", ""Squeeze fresh lemon juice over apple pieces to prevent turning brown."", ""(You will need 2 tablespoons of lemon juice for the dressing.)"", ""String and chop celery."", ""Chop pecans."", ""Drain pineapple but retain juice."", ""Add celery, pecans, pineapple and raisins to apples."", ""Refrigerate!""]",www.cookbooks.com/Recipe-Details.aspx?id=393835,Gathered,"[""apples"", ""apple"", ""lemon"", ""stalks celery"", ""pecans"", ""pineapple"", ""white raisins""]"
1359533,Chicken Breasts Stuffed With Prosciutto And Parmigiano-Reggiano ,"[""-4 (6-ounce) chicken breast halves"", ""-Salt and black pepper to taste"", ""-4 slices prosciutto, preferably imported, halved"", ""-Several thin slices Parmigiano-Reggiano"", ""-Chopped fresh parsley leaves"", ""-2 tablespoons extra-virgin olive oil"", ""-2 tablespoons butter (or use more oil)"", ""-1/2 cup white wine or water"", ""-2 tablespoons balsamic vinegar""]","[""1. Preheat the oven to 400\u00b0F. In turn, put each of the breast pieces between two sheets of plastic wrap and pound firmly with a mallet or other object (your fist will work, too), until evenly flattened and less than 1/4 inch thick. Season with salt (not too much since both the prosciutto and Parmigiano-Reggiano are salty) and pepper, then layer on a couple of pieces of prosciutto, some Parmigiano-Reggiano, and a good sprinkling of parsley. Roll up and, if necessary, skewer with a toothpick or two (if your chicken is evenly flat and more or less uniform, and you roll tightly, it will self-seal)."", """", ""2. Put an ovenproof skillet, large enough to accommodate the 4 rolls comfortably, over medium-high heat and wait 1 or 2 minutes. Add the olive oil and 1 tablespoon of the butter (the butter should sizzle) and, when the butter foam subsides, put the rolls in the pan. Brown the rolls on one side, 3 or 4 minutes. Flip them, then immediately put the pan in the oven. Cook until the rolls are done, about 15 minutes (they will be lightly browned and quite firm when done, but it's safest to cut into one to be sure the meat is no longer bright pink). Remove to a cutting board and let rest."", """", ""3. Put the skillet back on top of the stove over medium-high heat. Add the wine and cook, stirring and scraping the bottom of the pan, until the liquid is all but evaporated. Stir in the vinegar and reduce by half, just a couple of minutes, then stir in the remaining 1 tablespoon butter until it melts; taste and adjust seasoning. Cut the rolls into 1-inch slices, arrange on a serving platter, pour the sauce over all, and serve.""]",www.epicurious.com/recipes/member/views/chicken-breasts-stuffed-with-prosciutto-and-parmigiano-reggiano-1263404,Gathered,"[""-Salt"", ""parsley"", ""extra-virgin olive oil"", ""butter"", ""white wine"", ""balsamic vinegar""]"
1361214,Mrs. Lambert'S Molasses Cookies ,"[""1/2 c crisco shortening"", ""1/3 c sugar"", ""1 egg"", ""1 c pale molasses"", ""1 T lemon juice"", ""1/3 c boiling water"", ""2 t baking soda"", ""3 1/2 c flour"", ""1 t cinnamon"", ""3/4 t pumpkin pie spice"", ""1/2 t ginger"", ""1/4 t salt"", ""optional - raisins""]","[""Combine crisco, sugar, egg, molasses and lemon juice in a large bowl. Beat 1-2 minutes on high. In a separate bowl, combine boiling water and baking soda. Add to beaten mixture, and add flour, cinnamon, pumpkin pie spice, ginger, and salt. Beat until smooth. If adding raisins, stir in last by hand."", """", ""Drop by rounded teaspoonsful onto lightly greased or parchments-paper covered cookie sheet."", """", ""Bake in 350F oven for 8-10 minutes. Watch carefully - 8 minutes is usually enough for a chewy cookie, but if you like a crisper cookie keep for 10. Cool for 2 minutes before removing from sheet.""]",www.epicurious.com/recipes/member/views/mrs-lamberts-molasses-cookies-50113041,Gathered,"[""crisco shortening"", ""sugar"", ""egg"", ""pale molasses"", ""lemon juice"", ""boiling water"", ""baking soda"", ""flour"", ""cinnamon"", ""pumpkin pie spice"", ""ginger"", ""salt"", ""raisins""]"
799508,Spiced Tea,"[""1/2 c. unsweetened lemon-flavored instant iced tea (dry)"", ""1/4 c. sugar"", ""1/4 c. orange-flavored instant breakfast drink (dry)"", ""1/4 tsp. ground cinnamon"", ""1/4 tsp. ground cloves"", ""1/8 tsp. ground ginger"", ""12 c. boiling water""]","[""Mix all ingredients except boiling water; store in tightly covered container at room temperature up to 1 week."", ""Pour boiling water over tea mixture; stir until dissolved."", ""Garnish with lemon or"", ""orange slices, if desired."", ""Makes 16 servings (about 3/4 cup each); contains 35 calories per serving.""]",www.cookbooks.com/Recipe-Details.aspx?id=974451,Gathered,"[""sugar"", ""orange-flavored instant breakfast drink"", ""ground cinnamon"", ""ground cloves"", ""ground ginger"", ""boiling water""]"
1564157,Pineapple Upside Down Bran Muffins,"[""FOR THE TOPPING:"", ""1 can (14oz) Pineapple Rings, Well Drained."", ""3/4 cups Brown Sugar"", ""1/4 cups Melted Butter"", ""1/4 cups Liquid Honey"", ""_____"", ""FOR THE MUFFINS:"", ""1-1/2 cup Flour"", ""1/2 cups 100% Natural Wheat Bran"", ""1 teaspoon Baking Powder"", ""1 teaspoon Baking Soda"", ""1/2 teaspoons Salt"", ""1/2 cups Brown Sugar"", ""1 whole Egg"", ""1 cup Buttermilk Or Plain Yogurt"", ""1/4 cups Vegetable Oil"", ""2 Tablespoons Liquid Honey""]","[""Preheat oven to 375 degrees (F). Grease a 12-count muffin pan."", ""For Topping: Cut each pineapple ring into thirds, then fit 2 pieces in the bottom of each muffin cup. To each muffin cup add 1 Tablespoon brown sugar, then 1 teaspoon butter and then 1 teaspoon honey."", ""For Muffins: In a large bowl, add the flour, bran, baking powder, baking soda, salt and sugar. Stir together well."", ""In another bowl, whisk egg with buttermilk, oil and honey. Pour into flour mixture and stir just until combined. Spoon batter into muffin cups on top of pineapple mixture."", ""Bake for about 25 minutes. Tops should be golden brown and cake tester inserted into middle of muffin should come out clean."", ""Put muffin pan on a cooling rack and leave sitting for about 5 minutes. Place a piece of wax paper under the cooling rack to catch any drips. Turn muffins out onto cooling rack, upside down and remove pan. Enjoy!"", ""Makes 12 muffins""]",tastykitchen.com/recipes/breads/pineapple-upside-down-bran-muffins/,Gathered,"[""Pineapple"", ""Brown Sugar"", ""\u00bc"", ""\u00bc"", ""_____"", ""MUFFINS"", ""Flour"", ""Bran"", ""Baking Powder"", ""Baking Soda"", ""Salt"", ""Brown Sugar"", ""Egg"", ""Buttermilk"", ""\u00bc"", ""Liquid Honey""]"
